Organization/organizer,Title,Description (optional),URL of event,Location,"Category (e.g. hiking, birding, volunteering, class)",Start Date,End Date (if multi-day),Start Time,End Time,Free or paid?,RSVP info,Age group (if specified),Dog-friendly (if specified),Indoor or outdoor?,Imported to Google Calendar
Atlanta Science Festival,Full STEAM Ahead!,"Sharing our Science: Westlake High School It s Full STEAM Ahead at Westlake! Where can you fly a drone, make an art masterpiece with a fan, code, make super cool science projects, explore and make fascinating engineering projects, drive a robot, defy gravity, making outrageously amazing slime, build hover cars, make tie dye clothes, and learn the science behind it all in one day? Come to Westlake High School to do these activities and so much more!... More Details AUDIENCE(S): Families (kids & adults together) Teens (13-18 yrs) Children (5-12 yrs) Preschool (0-4 yrs)",https://atlantasciencefestival.org/events-2019/full-steam-ahead/,Atlanta,,2019-03-16,2019-03-16,09:00,12:00,,,,,,No
Atlanta Science Festival,Discovery Day: Discovery Stations,"Explore four floors of hands-on science demonstrations from GSU departments and student groups. Learn about the science of ice-cream (and make some yourself), the wonders of 3-D printing, create slime, touch brains, and get a picture of yourself as a mad scientist! Identify various dinosaur footprints throughout the exhibits and exchange your scientific discoveries for a prize! Free parking available in GSU G Deck. Enter at the Collins Street Entrance below the Courtland Street... More Details AUDIENCE(S): Families (kids & adults together) Adults Teens (13-18 yrs) Children (5-12 yrs)",https://atlantasciencefestival.org/events-2019/discovery-day-discovery-stations/,Atlanta,,2019-03-16,2019-03-16,09:30,14:00,,,,,,No
Atlanta Science Festival,Discovery Day: Eureka Labs,"Join us for several exciting hands-on experiences and experiments in biology! Get right into the fun in our Lab Experiences where you will perform experiments in: infectious diseases spread, crime scene analysis, and DNA forensics. Visit our Open Labs to explore the structure of our body, view specimens of a diversity of animals, and investigate how to measure  vital signs  with a state-of-the-art interactive robotic  patient.  Free parking available in GSU G Deck. Enter... More Details AUDIENCE(S): Adults Families (kids & adults together) Teens (13-18 yrs) Children (5-12 yrs)",https://atlantasciencefestival.org/events-2019/discovery-day-eureka-labs/,Atlanta,,2019-03-16,2019-03-16,09:30,14:00,,,,,,No
Atlanta Science Festival,Discovery Day: Fusion Gallery - Breakthrough,"Art and science collide in Fusion Gallery: Breakthrough at Georgia State University. Nature inspires scientists to ask questions, but the mystery of the universe can also be expressed in other ways. GSU life & earth sciences students along with two-dimensional design students will collaborate to create artistic expressions of scientific data. The  breakthrough  that the scientific data represents comes alive in these works as students work together to metaphorically express the essence of... More Details AUDIENCE(S): Adults Families (kids & adults together) Teens (13-18 yrs) Children (5-12 yrs)",https://atlantasciencefestival.org/events-2019/discovery-day-fusion-gallery-breakthrough/,Atlanta,,2019-03-16,2019-03-16,09:30,14:00,,,,,,No
Atlanta Science Festival,STEAM Teacher Seminar,"THIS EVENT IS SOLD OUT. Educators, come immerse yourself in art and science! Head on over to the High Museum of Art for a behind-the-scenes look at the High Museum's permanent collection. Through our exploration of the connections between art and science, we'll host an interactive workshop emphasizing design thinking and creative problem solving that you can take back to the classroom. Paid parking is available in the Woodruff Arts Center Garage. Additional day-of details will... More Details AUDIENCE(S): Educators",https://atlantasciencefestival.org/events-2019/steam-teacher-seminar/,Atlanta,,2019-03-16,2019-03-16,09:30,15:00,,,,,,No
Atlanta Science Festival,Fashionable Circuits,"SOLD OUT. Please check back in late February to see if we ve had any cancellations.Join the wearable technology craze and create your very own light up accessories. After a quick review on circuit basics, kids will be unleashed to use coin batteries and LEDs to create their own unique light up accessory. From jewelry, to head lamps, insect bag tags, and goggles, the STEAM possibilities are limitless! You even get to take your design and... More Details AUDIENCE(S): Families (kids & adults together) Children (5-12 yrs)",https://atlantasciencefestival.org/events-2019/fashionable-circuits-1/,Atlanta,,2019-03-16,2019-03-16,10:00,11:00,,,,,,No
Atlanta Science Festival,Grow - Freeze - Eat: Become a Strawberry Scientist!,"Did you know a strawberry really isn't a berry - but a banana is? It's time to put your science hats on and learn about strawberries! Join UGA Extension as we learn about growing them in the ground, preserving and freezing them so they don't go bad, and eating them as tasty treats. You'll be able to create and grow your very own strawberry container garden to take home and make smoothies to enjoy before... More Details AUDIENCE(S): Families (kids & adults together) Children (5-12 yrs)",https://atlantasciencefestival.org/events-2019/grow-freeze-eat-become-a-strawberry-scientist/,East,,2019-03-16,2019-03-16,10:00,12:00,,,,,,No
Atlanta Science Festival,Mapping the Brain,"Merriam-Webster says the brain is the organ of thought and the central control point for the nervous system, but it often seems like a complicated black box. What is going on in that grayish organ in our skulls? Join us at this event where we'll touch brains, analyze MRI scans, and hear from Dr. Nora McNamara, child and adolescent psychologist, and other scientists about what happens to our brains as we learn. Drop by anytime... More Details AUDIENCE(S): Adults Teens (13-18 yrs) Families (kids & adults together)",https://atlantasciencefestival.org/events-2019/mapping-the-brain/,Decatur,,2019-03-16,2019-03-16,10:00,12:00,,,,,,No
Atlanta Science Festival,STEM Gems: Giving Girls Role Models,"Join us for an interactive panel discussion that will enlighten and empower girls and young women to pursue careers in STEM: Science, Technology, Engineering, and Math! You'll meet exceptional women from a diverse set of STEM careers and learn about their unique journeys that led to their respective careers. You'll understand what they do, how they make a difference in the world, and how they help people using STEM. You'll walk away with advice, guidance, and... More Details AUDIENCE(S): Families (kids & adults together) Teens (13-18 yrs) Children (5-12 yrs)",https://atlantasciencefestival.org/events-2019/stem-gems-giving-girls-role-models/,Atlanta,,2019-03-16,2019-03-16,10:00,12:00,,,,,,No
Atlanta Science Festival,Swarm Science: How Honey Bees Make Decisions,"Is it really true that the queen bee calls the shots? How do honeybees communicate and make the best decision for the hive community? Come for a fascinating close-up look at the latest honeybee research, complete with hive observations, a honey tasting, and an outdoor experience at Blue Heron Nature Preserve. Free parking available on site. Note: This event repeats on March 17. More Details AUDIENCE(S): Adults Teens (13-18 yrs)",https://atlantasciencefestival.org/events-2019/swarm-science-how-honey-bees-make-decisions-1/,Atlanta,,2019-03-16,2019-03-16,10:00,12:00,,,,,,No
Atlanta Science Festival,Exploring the Nanoscale,"Learn what makes the nanoscale special and how it s led to improvements in everyday products. Join Georgia Tech scientists and engineers in hands-on activities exploring the nanoscale. What is nano about a lotus leaf and how do we use this effect? How can clear nail polish be colorful? What is a smart material? What do objects look like under a scanning electron microscope (SEM)? Bring a sample to scan (not wet, and less than an... More Details AUDIENCE(S): Families (kids & adults together) Teens (13-18 yrs) Children (5-12 yrs)",https://atlantasciencefestival.org/events-2019/exploring-the-nanoscale/,Atlanta,,2019-03-16,2019-03-16,10:00,13:00,,,,,,No
Atlanta Science Festival,Fashionable Circuits,"SOLD OUT. Please check back in late February to see if we ve had any cancellations.Join the wearable technology craze and create your very own light up accessories. After a quick review on circuit basics, kids will be unleashed to use coin batteries and LEDs to create their own unique light up accessory. From jewelry, to head lamps, insect bag tags, and goggles, the STEAM possibilities are limitless! You even get to take your design and... More Details AUDIENCE(S): Families (kids & adults together) Children (5-12 yrs)",https://atlantasciencefestival.org/events-2019/fashionable-circuits-2/,Atlanta,,2019-03-16,2019-03-16,11:15,12:15,,,,,,No
Atlanta Science Festival,Science Tales & Trails: A Westside Story,"Join the West Atlanta Watershed Alliance (WAWA) and Science for Georgia as we highlight scientists working and teaching on the Westside of Atlanta. Together we will walk, talk, network, and build on our collective power to communicate and support scientifically sound decision-making in the city of Atlanta, the broader state, and region. Focusing on the Westside of Atlanta, scientific experts will lead conversations ranging from community-based and community-initiated city and state policies (i.e. The New... More Details AUDIENCE(S): Adults Teens (13-18 yrs) Families (kids & adults together)",https://atlantasciencefestival.org/events-2019/science-tales-trails-a-westside-story/,Atlanta,,2019-03-16,2019-03-16,12:00,14:00,,,,,,No
Atlanta Science Festival,Snake Day,"Join us as we celebrate all things reptile, with an emphasis on snakes. Visitors will encounter lots of live snakes & lizards, turtles & tortoises, hands-on activities, kids  craft tables, and food trucks, too! What makes snakes and lizards different? What roles do snakes play in the ecosystem? What does Hollywood get right (or wrong) about snakes? Drop in any time to find out all the answers to your questions about snakes! Free parking available on... More Details AUDIENCE(S): Families (kids & adults together) Children (5-12 yrs) Teens (13-18 yrs) Preschool (0-4 yrs)",https://atlantasciencefestival.org/events-2019/snake-day/,Atlanta,,2019-03-16,2019-03-16,12:00,15:00,,,,,,No
Atlanta Science Festival,Ice Cream Science,"I scream, you scream, we all scream for ice cream! Join local treasure High Road Craft Ice Cream as they share the science and engineering behind one of our favorite desserts. We'll be touring the facility to see the science behind the scenes, and, of course, tasting their delicious ice cream! Please register for tickets at your specific tour time: 12:30 p.m. tickets have sold out. Please check back in late February to see if... More Details AUDIENCE(S): Adults Teens (13-18 yrs) Families (kids & adults together)",https://atlantasciencefestival.org/events-2019/ice-cream-science/,Marietta,,2019-03-16,2019-03-16,12:00,16:00,,,,,,No
Atlanta Science Festival,The Journey of Our Water,"THIS SESSION IS SOLD OUT. If you are interested in scheduling a visit to the facility outside of the Atlanta Science Festival, please call to schedule at (404) 613-3012. Ever wonder where our water comes from and what happens to water before and after we use it? Come take an educational journey through the Johns Creek Environmental Campus and learn about the entire water treatment cycle! Watch millions of gallons of water journey through the process... More Details AUDIENCE(S): Adults Families (kids & adults together) Teens (13-18 yrs)",https://atlantasciencefestival.org/events-2019/the-journey-of-our-water-2/,Roswell,,2019-03-16,2019-03-16,13:00,15:00,,,,,,No
Atlanta Science Festival,Genius Camp: Makers,"SOLD OUT. Please check back in late February to see if we ve had any cancellations.Join in the maker movement at Georgia State University s EXLAB! Learn how to create a 3D design, scan an object and prepare it for 3D printing, solder your own Georgia State University LED keepsake, view a demo of the laser cutter, and practice on a sewing machine. Free parking available in GSU G Deck. Enter at the Collins Street Entrance... More Details AUDIENCE(S): Families (kids & adults together) Children (5-12 yrs) Teens (13-18 yrs)",https://atlantasciencefestival.org/events-2019/genius-camp-makers-2/,Atlanta,,2019-03-16,2019-03-16,13:00,16:00,,,,,,No
Atlanta Science Festival,CCPLS Family Tech Time,Robotics! Virtual reality! Hands-on science! Come on out to the Cobb County Public Library System's Family Tech Time for a family-friendly afternoon of fun and science. Educators are also invited to preview CCPLS STEM Stacker educator kits developed in partnership with the Georgia Science Teacher Association and UGA Cobb 4H. More Details AUDIENCE(S): Families (kids & adults together) Teens (13-18 yrs) Children (5-12 yrs) Educators,https://atlantasciencefestival.org/events-2019/ccpls-family-tech-time/,Marietta,,2019-03-16,2019-03-16,13:00,16:30,,,,,,No
Atlanta Science Festival,Silver Scream Science Spookshow,"Your ghost host with the most, Professor Morte', brings you a special SCIENCE version of the Silver Scream Spookshow for the Atlanta Science Festival! Morte' and his gang of ghouls will entertain you before the film and your favorite genetically-modified rock band, Leucine Zipper and the Zinc Fingers, will play before the show! Tickets available at the door. Doors open at 1 p.m. Note: This is the matinee show. A second show will take place at... More Details AUDIENCE(S): Families (kids & adults together) Teens (13-18 yrs) Adults Children (5-12 yrs)",https://atlantasciencefestival.org/events-2019/silver-scream-science-spookshow-1/,Atlanta,,2019-03-16,2019-03-16,13:30,15:00,,,,,,No
Atlanta Science Festival,Unveiling the Internet,"Let's dive into the heart of how the internet works! How exactly does YouTube show you videos so quickly? What are BitCoins and how do you get one? How does information move from one computer to another? Join us for an interactive session where we will answer these questions and more as we tinker with code, rotating through different stations doing everything from seeing how your Snapchat snaps move through space to learning how to... More Details AUDIENCE(S): Families (kids & adults together) Teens (13-18 yrs)",https://atlantasciencefestival.org/events-2019/unveiling-the-internet/,Atlanta,,2019-03-16,2019-03-16,14:00,15:00,,,,,,No
Atlanta Science Festival,Bitter Spirits,"Ap ritifs? Digestifs? Amaros? Ever wonder what these concoctions have in common and why we drink them before and after meals? Join Christi Hansen, registered dietician and organic vegetable farmer, for a deep dive into the digestive system and which aromatic and bitter plants grease its wheels. You'll learn the basics of making delicious bitters and take home your own elixirs made from a variety of fresh and foraged ingredients. Free parking is available on site. Driving Directions: 1.... More Details AUDIENCE(S): Adults",https://atlantasciencefestival.org/events-2019/bitter-spirits/,Decatur,,2019-03-16,2019-03-16,15:00,17:00,,,,,,No
Atlanta Science Festival,WABE Presents: Ask A Scientist,"Saturday, March 16, WABE is once again giving you the chance to Ask A Scientist! Why is wombat poop cubed? How did bacteria make Earth habitable for humans? What kind of weather happens in space? WABE, Atlanta s NPR station, presents scientists from different disciplines as they demystify their fields of study, and offer us a chance to Ask a Scientist. Join WABE s science reporter, Molly Samuel, and science enthusiasts of all ages, for an educational, entertaining,... More Details AUDIENCE(S): Teens (13-18 yrs) Adults Children (5-12 yrs) Families (kids & adults together)",https://atlantasciencefestival.org/events-2019/ask-a-scientist/,Atlanta,,2019-03-16,2019-03-16,15:00,17:00,,,,,,No
Atlanta Science Festival,Science of Wine,"THIS EVENT IS SOLD OUT. Uncork your inner sommelier with City Winery at The Atlanta Science Festival! Winemaker Travis Green will lead a private, seated wine class that s sure to impress any wine lover. After a brief introduction to wine tasting, you ll learn about vineyard biology and the science behind the winemaking process   all while tasting two different flights of delicious wine. The class will finish with a dessert wine followed by an interactive Q&A... More Details AUDIENCE(S): Adults",https://atlantasciencefestival.org/events-2019/science-of-wine/,Atlanta,,2019-03-16,2019-03-16,18:00,19:30,,,,,,No
Atlanta Science Festival,Solve for X Variety Show,"This internationally touring variety show is full of professional writers, comedians, and more performing acts based on actual scientific studies. This 60-to-90 minute high-energy show is chock full of hilarity, artistry, and even a little bit of learning. Grab a drink, pull up a chair, and witness the uninhibited and after-hours side of science. 18+ only. Limited free parking is available in the adjacent lot and in nearby streets. Paid parking is available in the... More Details AUDIENCE(S): Adults",https://atlantasciencefestival.org/events-2019/solve-for-x-variety-show/,Atlanta,,2019-03-16,2019-03-16,20:30,22:00,,,,,,No
Atlanta Science Festival,Starry Night,"Come out for a telescopic tour of the evening sky, see objects in our solar system and beyond, and learn about the exciting astronomy research done at Georgia State. GSU astronomers will give you access to their research telescopes along with smaller telescopes to show you the observable stars and planets in our night sky, weather permitting. Limited parking is available, please consider carpooling, and drive carefully. If you use GPS, please type in the longitude/latitude or... More Details AUDIENCE(S): Families (kids & adults together) Teens (13-18 yrs) Adults Children (5-12 yrs)",https://atlantasciencefestival.org/events-2019/starry-night/,Rutledge,,2019-03-16,2019-03-16,20:30,22:30,,,,,,No
Atlanta Science Festival,Silver Scream Science Spookshow,"Your ghost host with the most, Professor Morte', brings you a special SCIENCE version of the Silver Scream Spookshow for the Atlanta Science Festival! Morte' and his gang of ghouls will entertain you before the film and your favorite genetically-modified rock band, Leucine Zipper and the Zinc Fingers, will play before the show! Tickets available at the door. Doors open at 10 p.m. Note: This is the late night show for adults. A family friendly matinee... More Details AUDIENCE(S): Adults",https://atlantasciencefestival.org/events-2019/silver-scream-science-spookshow-2/,Atlanta,,2019-03-16,2019-03-16,22:30,23:59,,,,,,No
Atlanta Science Festival,Fernbank Forest Bird Walk,"Join a Fernbank wildlife educator and discover more about the feathered inhabitants of Fernbank Forest, both permanent residents and visitors. This program is excellent for beginning birders and those desiring gentle terrain. Binoculars may be checked out on-site. Recommended for ages 8 and up. This event is free with admission or membership, but you must call 404.929.6400 to reserve your spot. Check back for weather updates. Free parking is available on site. More Details AUDIENCE(S): Families (kids & adults together) Adults Teens (13-18 yrs)",https://atlantasciencefestival.org/events-2019/fernbank-forest-bird-walk/,Atlanta,,2019-03-17,2019-03-17,09:00,11:00,,,,,,No
Atlanta Science Festival,Salamander Stroll,This event is SOLD OUT. More tickets will be released on February 25th at 9 amCome on out to Clyde Shepherd Nature Preserve in Decatur and witness wildlife with regional experts from The Amphibian Foundation. Become  citizen scientists  and perform an amphibian  bioblitz  inventory of the preserve documenting salamanders and frogs in one of the last strongholds for amphibians inside of the perimeter! Everyone and their families are encouraged to attend and bring your cell... More Details AUDIENCE(S): Families (kids & adults together) Teens (13-18 yrs) Children (5-12 yrs) Adults,https://atlantasciencefestival.org/events-2019/salamander-stroll/,Decatur,,2019-03-17,2019-03-17,10:00,11:30,,,,,,No
Atlanta Science Festival,"Say Cheese, Please!","Have you ever wondered how creamy goat cheese is made or what makes it so delicious? Come out to Decimal Place Farm, a Saanen goat dairy just 10 miles from our State Capitol. You ll get a chance to practice milking, scoop cheese curds from whey, and visit chickens as they scratch for bugs. We ll take a mild hike through the woods and across the creeks as we search for forest treasures, and visit the farm s... More Details AUDIENCE(S): Families (kids & adults together) Children (5-12 yrs) Teens (13-18 yrs)",https://atlantasciencefestival.org/events-2019/say-cheese-please-1/,Conley,,2019-03-17,2019-03-17,10:00,11:30,,,,,,No
Atlanta Science Festival,Swarm Science: How Honey Bees Make Decisions,"Is it really true that the queen bee calls the shots? How do honeybees communicate and make the best decision for the hive community? Come for a fascinating close-up look at the latest honeybee research, complete with hive observations, a honey tasting, and an outdoor experience at Blue Heron Nature Preserve. Parking available on site. Note: This event repeats on March 16. More Details AUDIENCE(S): Adults Teens (13-18 yrs)",https://atlantasciencefestival.org/events-2019/swarm-science-how-honey-bees-make-decisions-2/,Atlanta,,2019-03-17,2019-03-17,10:00,12:00,,,,,,No
Atlanta Science Festival,Eco-Geo Expedition,"Grab your phone and get ready to hike up Arabia Mountain for a scavenger hunt that includes geocaching, identifying unique species, and finding geologic features beneath your feet! Stop by the nature center to claim your scavenger hunt card before you get started and consider joining a guided hike to learn about plants, insects, and more as you explore the landscape. Learn how to use the iNaturalist, Rockd, and Geocaching apps to record your... More Details AUDIENCE(S): Adults Families (kids & adults together) Children (5-12 yrs) Teens (13-18 yrs)",https://atlantasciencefestival.org/events-2019/eco-geo-expedition/,Lithonia,,2019-03-17,2019-03-17,11:00,14:00,,,,,,No
Atlanta Science Festival,"Say Cheese, Please!","Have you ever wondered how creamy goat cheese is made or what makes it so delicious? Come out to Decimal Place Farm, a Saanen goat dairy just 10 miles from our state s capitol. You ll get a chance to practice milking, scoop cheese curds from whey, and visit chickens as they scratch for bugs. We ll take a mild hike through the woods and across the creeks as we search for forest treasures, and visit the farm s... More Details AUDIENCE(S): Families (kids & adults together) Children (5-12 yrs) Teens (13-18 yrs)",https://atlantasciencefestival.org/events-2019/say-cheese-please-2/,Conley,,2019-03-17,2019-03-17,13:00,14:30,,,,,,No
Atlanta Science Festival,Family Science Carnival,"Sharing our Science: The Paideia School Bring the whole family out for a science carnival mashup! Parents and kids can play with--or against--each other in games based on some of your favorite classic science experiments and beloved carnival games: Air Cannon Shoot, Giant Jenga, Sound Wave Splash, and more! Check back for registration and parking information and for weather-related updates. Note: Parents, please register for yourself in addition to your child. More Details AUDIENCE(S): Families (kids & adults together) Children (5-12 yrs)",https://atlantasciencefestival.org/events-2019/family-science-carnival/,Atlanta,,2019-03-17,2019-03-17,13:00,16:00,,,,,,No
Atlanta Science Festival,Genius Camp: Makers,"SOLD OUT. Please check back in late February to see if we ve had any cancellations.Join in the maker movement at Georgia State University s EXLAB! Learn how to create a 3D design, scan an object and prepare it for 3D printing, solder your own Georgia State University LED keepsake, view a demo of the laser cutter, and practice on a sewing machine. Free parking available in GSU G Deck. Enter at the Collins Street Entrance... More Details AUDIENCE(S): Families (kids & adults together) Children (5-12 yrs) Teens (13-18 yrs)",https://atlantasciencefestival.org/events-2019/genius-camp-makers-3/,Atlanta,,2019-03-17,2019-03-17,13:00,16:00,,,,,,No
Atlanta Science Festival,Udderly Amazing,"Ever wonder how ice cream is made? Join UGA Extension Fulton County and the Georgia Mobile Dairy Classroom to learn about the dairy industry and to participate in a live milking demonstration. You will even be able to get up close and personal with a real live dairy cow! Afterwards, make your own yummy ice cream and learn about the nutrition behind milk and dairy products. It s going to be legen-dairy! Note: There will be two... More Details AUDIENCE(S): Families (kids & adults together) Children (5-12 yrs) Preschool (0-4 yrs) Teens (13-18 yrs)",https://atlantasciencefestival.org/events-2019/udderly-amazing/,Atlanta,,2019-03-17,2019-03-17,14:00,15:45,,,,,,No
Atlanta Science Festival,Roadside Geology,"Tag along with two geologist-educators to see the beautiful building stones and folded natural rock layers of Midtown Atlanta, on a tour from Symphony Hall to Rhodes Hall. Dr. Bill Witherspoon, co-author of Roadside Geology of Georgia, teams up with highly sought guest speaker from Georgia Mineral Society and Atlanta Geological Society, Bill Waggener, to interpret the stories that rocks tell. Each attendee will receive a Georgia Mineral Society grab bag. Meet in the parking... More Details AUDIENCE(S): Adults Teens (13-18 yrs)",https://atlantasciencefestival.org/events-2019/roadside-geology-1/,Atlanta,,2019-03-17,2019-03-17,14:00,17:00,,,,,,No
Atlanta Science Festival,Astronaut or Aquanaut?,"In this corner, we have ASTRONAUT in the spacesuit! In this corner, we have AQUANAUT in the wetsuit! Who will be the ultimate explorer?!? Join Jennifer Swanson, author of children's book Astronaut or Aquanaut, for a debate with interactive questions and help us compare and contrast the benefits of each extreme environment. This exciting event will have you soaring into space or diving deep into the ocean. This program is best for children in first grade... More Details AUDIENCE(S): Families (kids & adults together) Children (5-12 yrs)",https://atlantasciencefestival.org/events-2019/astronaut-or-aquanaut/,Atlanta,,2019-03-17,2019-03-17,15:00,16:00,,,,,,No
Atlanta Science Festival,Constellations,"Earth to Sky Performance Company presents Constellations, an exploration of star stories. This hour long theatrical show uses creative movement both on the ground and in the air to interpret the ancient stories behind the night sky s luminous formations. From the Native American myth explaining the creation of the Milky Way to the Greek epic of Hercules and the dragon, this enthralling show imbues ancient tales with the excitement of aerial arts. Earth to Sky is... More Details AUDIENCE(S): Adults Families (kids & adults together) Teens (13-18 yrs) Children (5-12 yrs)",https://atlantasciencefestival.org/events-2019/constellations/,Decatur,,2019-03-17,2019-03-17,15:00,16:30,,,,,,No
Atlanta Science Festival,Splash into Stream Science,"Examine the world of water in your own backyard by catching and studying bugs that reveal the health of a local stream in southwestern Atlanta. Test water quality and learn how changing environmental conditions can affect the livelihood of habitats and how that relates to human activities. Join in games and engage in laboratory and field science at different stations next to the creek, or jump in and  get your feet wet  to participate in... More Details AUDIENCE(S): Adults Families (kids & adults together) Teens (13-18 yrs) Children (5-12 yrs) Preschool (0-4 yrs)",https://atlantasciencefestival.org/events-2019/splash-into-stream-science/,Atlanta,,2019-03-17,2019-03-17,15:00,17:00,,,,,,No
Atlanta Science Festival,ChangeMaker Faire,"Sharing our Science: Amana Academy Charter School Build a better world at the ChangeMaker Faire! Think county fair with science mixed in, and so much more! The ChangeMaker Faire is an all-ages gathering of tech enthusiasts, crafters, educators, tinkerers, hobbyists, engineers, science clubs, students, and commercial exhibitors on the STEM-certified Amana Academy charter school campus. All of these  makers  come together to show what they have made and to share what they have learned. Visitors will... More Details AUDIENCE(S): Adults Families (kids & adults together) Teens (13-18 yrs) Children (5-12 yrs) Educators",https://atlantasciencefestival.org/events-2019/changemaker-faire/,Alpharetta,,2019-03-17,2019-03-17,15:00,18:00,,,,,,No
Atlanta Science Festival,Mike Mongo's Astronaut Job Fair,"Space YouTuber, Space plumber, Space athlete, even Space Fortnite will be some of career opportunities presented for middle-grade students at the Atlanta Science Festival debut of the space STEAM career program, Astronaut Job Fair. Astronaut Job Fair (AJF) is a professional Space job training workshop for middle-grade students, ages 9-13. Staged as a real professional job fair and career day, AJF at ASF will inspire and encourage young students with a flair for STEAM towards... More Details AUDIENCE(S): Children (5-12 yrs) Teens (13-18 yrs)",https://atlantasciencefestival.org/events-2019/mike-mongos-astronaut-job-fair/,Atlanta,,2019-03-18,2019-03-18,08:00,16:00,,,,,,No
Atlanta Science Festival,Beatrice the Biologist: Comic Strip Science,"Meet and greet Beatrice the Biologist. You might have seen her science comics on the internet, but now's your chance to see the scientist behind it all. In this workshop, you'll learn how to draw your own science cartoons featuring amoeba hugs, dinosaur farts, and much, much more. Come to Manuel's at 7:30 to grab dinner and drinks with comics for dessert! PS: No art skills required! More Details AUDIENCE(S): Adults Teens (13-18 yrs) Families (kids & adults together)",https://atlantasciencefestival.org/events-2019/beatrice-the-biologist-comic-strip-science/,Atlanta,,2019-03-18,2019-03-18,19:00,21:00,,,,,,No
Atlanta Science Festival,Frogs Fly Home: A Conservation Success Story,"Fourteen years ago, a group of scientists raced to evacuate frogs from the wilds of Panama to protect them from a deadly chytrid fungus that was sweeping the region. After more than a decade of quarantine, the remaining populations of two Panamanian frog species have been reunited. Join Chelsea Thomas, Amphibian Conservation Coordinator at the Atlanta Botanical Garden, as she discusses recent research on the chytrid fungus, her first-hand experiences of traveling with these frogs,... More Details AUDIENCE(S): Teens (13-18 yrs) Children (5-12 yrs)",https://atlantasciencefestival.org/events-2019/frogs-fly-home-a-conservation-success-story-1/,Atlanta,,2019-03-19,2019-03-19,10:30,11:30,,,,,,No
Atlanta Science Festival,It s My Brain! My Brain Made Me Do It!,"Have you ever wondered what a human brain looks and feels like in person? How your brain works and influences the way you behave? Why some animals are more aggressive than others? What the inside of a sheep brain looks and feels like? Follow your curiosity to Morehouse College, and join us for interactive activities and demonstrations with three psychology professors with expertise in neuroscience and animal behavior. Driving directions to Morehouse College can be found... More Details AUDIENCE(S): Children (5-12 yrs) Families (kids & adults together) Teens (13-18 yrs)",https://atlantasciencefestival.org/events-2019/its-my-brain-my-brain-made-me-do-it/,Atlanta,,2019-03-19,2019-03-19,16:00,18:00,,,,,,No
Atlanta Science Festival,Bio-Bus: Animal Diversity,"Are humans more closely related to bears or beetles? Join the Georgia State University Bio-Bus as a junior taxonomist to explore the animal kingdom from sponges and corals to bugs, octopuses, and mammals! You ll use diverse animals  DNA sequences to create an animal  family tree.  Contact Wendy Herbert at 770-270-8230 to sign up. Parents need only register for their child (children), not themselves. This event is best suited for children 5-10 years old and their... More Details AUDIENCE(S): Families (kids & adults together) Children (5-12 yrs)",https://atlantasciencefestival.org/events-2019/bio-bus-animal-diversity/,Chamblee,,2019-03-19,2019-03-19,17:00,19:00,,,,,,No
Atlanta Science Festival,Cobb 4-H Family Science Night,"Come join the fun at Family Science Night with Cobb County 4-H as you explore science through hands-on and engaging activities! Rotate through various stations to explore concepts such as food science, animal science, agriscience, biological science, and more! There will be door prizes, learning, and of course plenty of fun! Drop in any time during the event. Note: Parents, please register for yourself in addition to your child. More Details AUDIENCE(S): Families (kids & adults together) Children (5-12 yrs)",https://atlantasciencefestival.org/events-2019/cobb-4-h-family-science-night/,Marietta,,2019-03-19,2019-03-19,18:00,20:00,,,,,,No
Atlanta Science Festival,Buzz on Bees,"Curious about the plight of the bees and what is being done to save them? Dr. Jennifer Leavey, Director of the Georgia Tech Urban Honey Bee Project, will present a summary of cutting-edge bee-related research from around the world published over the course of the last year. More Details AUDIENCE(S): Adults Teens (13-18 yrs)",https://atlantasciencefestival.org/events-2019/buzz-on-bees/,Atlanta,,2019-03-19,2019-03-19,19:00,20:00,,,,,,No
Atlanta Science Festival,Frogs Fly Home: A Conservation Success Story,"Fourteen years ago, a group of scientists raced to evacuate frogs from the wilds of Panama to protect them from a deadly chytrid fungus that was sweeping the region. After more than a decade of quarantine, the remaining populations of two Panamanian frog species have been reunited. Join Chelsea Thomas, Amphibian Conservation Coordinator at the Atlanta Botanical Garden, as she discusses recent research on the chytrid fungus, her first-hand experiences of traveling with these frogs,... More Details AUDIENCE(S): Teens (13-18 yrs) Adults Families (kids & adults together)",https://atlantasciencefestival.org/events-2019/frogs-fly-home-a-conservation-success-story-2/,Atlanta,,2019-03-19,2019-03-19,19:00,20:00,,,,,,No
Atlanta Science Festival,Science Trivia!,"What is the name for the last column of elements in the periodic table? What type of star is the sun? Other than dolphins, name another animal that uses echolocation. Know the answers? Stumped? Come on out and test your knowledge in three rousing rounds of science trivia! Better start thinking of your best team name now; we expect the house to be packed. Doors open at 6:30. More Details AUDIENCE(S): Adults",https://atlantasciencefestival.org/events-2019/science-trivia/,Atlanta,,2019-03-19,2019-03-19,19:00,21:00,,,,,,No
